"","MasVnrArea","GarageYrBlt","MasVnrType","GarageType","GarageFinish","GarageQual","GarageCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","Electrical","MSZoning","Exterior1st","Exterior2nd","KitchenQual","SaleType","BsmtUnfSF","TotalBsmtSF","BsmtFullBath","GarageCars","GarageArea","BsmtFinSF1","Id","LotArea","LotShape","Neighborhood","HouseStyle","OverallQual","YearBuilt","YearRemodAdd","ExterQual","Foundation","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","TotRmsAbvGrd","Fireplaces","PavedDrive","WoodDeckSF","OpenPorchSF","SaleCondition","SalePrice"
"83",468,2007,"Stone","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1530,1563,0,3,758,33,83,10206,"Reg","Somerst","1Story",8,2007,2007,"TA","PConc","Ex","Y",1563,0,1563,2,0,6,1,"Y",144,99,"Normal",12.4090175711512
"84",66,1974,"BrkCmn","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","TA","COD",1065,1065,0,2,461,0,84,8892,"IR1","NAmes","1Story",5,1960,1960,"TA","CBlock","Gd","Y",1065,0,1065,1,1,6,0,"Y",74,0,"Normal",11.7480054922568
"85",22,1995,"BrkFace","BuiltIn","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","TA","WD",384,384,0,2,400,0,85,8530,"IR1","Gilbert","SLvl",7,1995,1996,"TA","PConc","Gd","Y",804,670,1474,2,1,7,1,"Y",120,72,"Normal",12.034696963475
"86",284,1991,"BrkFace","Attchd","Unf","TA","TA","Gd","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","Gd","WD",1288,1288,0,2,462,0,86,16059,"Reg","NoRidge","2Story",8,1991,1992,"Gd","CBlock","Ex","Y",1301,1116,2417,2,1,9,1,"Y",127,82,"Normal",12.4684407561441
"87",0,2005,"None","BuiltIn","Fin","TA","TA","Gd","TA","Av","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",684,684,0,2,400,0,87,11911,"IR2","Gilbert","2Story",6,2005,2005,"Gd","PConc","Ex","Y",684,876,1560,2,1,6,1,"Y",100,38,"Normal",12.0668163253066
"88",76,2009,"Stone","Detchd","RFn","TA","TA","Gd","TA","Av","Unf","SBrkr","FV","VinylSd","VinylSd","Gd","New",612,612,0,2,528,0,88,3951,"Reg","Somerst","2Story",6,2009,2009,"Gd","PConc","Ex","Y",612,612,1224,2,1,4,0,"Y",0,234,"Partial",12.0106719281964
"89",0,NA,"None","Attchd","Unf","TA","TA","TA","Fa","No","Unf","SBrkr","C (all)","Plywood","Plywood","Fa","ConLD",1013,1013,0,0,0,0,89,8470,"IR1","IDOTRR","1.5Fin",3,1915,1982,"Fa","CBlock","TA","N",1013,0,1526,1,0,6,0,"N",0,0,"Abnorml",11.3504183001091
"90",0,NA,"None","Attchd","Unf","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",402,990,1,0,0,588,90,8070,"Reg","CollgCr","1Story",4,1994,1995,"TA","PConc","Ex","Y",990,0,990,1,0,5,0,"Y",0,0,"Normal",11.7248139145879
"91",0,1950,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseA","RL","BrkFace","Wd Sdng","TA","WD",0,0,0,2,420,0,91,7200,"Reg","NAmes","1Story",4,1950,1950,"TA","Slab","TA","Y",1040,0,1040,1,0,4,0,"Y",0,29,"Normal",11.6073352395314
"92",203,1961,"BrkCmn","Attchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","HdBoard","HdBoard","TA","WD",635,1235,0,2,480,600,92,8500,"Reg","NAmes","1Story",5,1961,1961,"TA","CBlock","TA","Y",1235,0,1235,1,0,6,0,"Y",0,0,"Abnorml",11.4988366825271
"93",0,1921,"None","Detchd","Unf","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",163,876,1,2,432,713,93,13360,"IR1","Crawfor","1Story",5,1921,2006,"TA","BrkTil","Ex","Y",964,0,964,1,0,5,0,"Y",0,0,"Normal",12.0045743855087
"94",0,1900,"None","Detchd","Unf","TA","TA","TA","Fa","Mn","Rec","SBrkr","C (all)","MetalSd","MetalSd","TA","WD",168,1214,0,2,506,1046,94,7200,"Reg","OldTown","2.5Unf",6,1910,1998,"TA","BrkTil","Ex","N",1260,1031,2291,2,0,9,1,"Y",0,0,"Normal",11.8048559999113
"95",0,1997,"None","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",176,824,1,2,684,648,95,9337,"IR1","CollgCr","2Story",6,1997,1997,"TA","PConc","Ex","Y",905,881,1786,2,1,7,0,"Y",0,162,"Normal",12.2295498857083
"96",68,1993,"BrkFace","BuiltIn","Fin","TA","TA","Gd","Gd","No","ALQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",370,680,0,2,420,310,96,9765,"IR2","Gilbert","2Story",6,1993,1993,"Ex","PConc","Gd","Y",680,790,1470,2,1,6,1,"Y",232,63,"Normal",12.1281165094513
"97",183,1999,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Av","ALQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",426,1588,0,2,472,1162,97,10264,"IR1","CollgCr","1Story",7,1999,1999,"Gd","PConc","Ex","Y",1588,0,1588,2,0,6,0,"Y",158,29,"Normal",12.2737359668903
"98",48,1965,"BrkFace","Attchd","Fin","TA","TA","TA","TA","No","Rec","FuseF","RL","HdBoard","HdBoard","TA","WD",440,960,1,1,432,520,98,10921,"Reg","Edwards","1Story",4,1965,1965,"TA","CBlock","TA","Y",960,0,960,1,0,6,0,"P",120,0,"Normal",11.4590076769787
"99",0,1920,"None","Basment","Unf","Fa","TA","TA","TA","No","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","TA","COD",350,458,0,1,366,108,99,10625,"Reg","Edwards","1Story",5,1920,1950,"TA","BrkTil","Fa","N",835,0,835,1,0,5,0,"Y",0,0,"Abnorml",11.3266079348989
"100",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","Plywood","Plywood","TA","WD",381,950,1,0,0,569,100,9320,"IR1","NAmes","1Story",4,1959,1959,"TA","CBlock","Fa","Y",1225,0,1225,1,1,6,0,"Y",352,0,"Normal",11.7671877662232
"101",28,1977,"BrkFace","Attchd","RFn","TA","TA","TA","TA","Mn","ALQ","SBrkr","RL","Plywood","Plywood","Gd","WD",410,1610,1,2,480,1200,101,10603,"IR1","NWAmes","1Story",6,1977,2001,"TA","PConc","Gd","Y",1610,0,1610,2,0,6,2,"Y",168,68,"Normal",12.2307701361574
"102",336,1985,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","Gd","WD",741,741,0,2,476,0,102,9206,"Reg","SawyerW","2Story",6,1985,1985,"Gd","CBlock","TA","Y",977,755,1732,2,1,7,1,"Y",192,46,"Normal",12.089544447236
"103",0,1979,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","HdBoard","HdBoard","TA","WD",0,0,0,2,410,0,103,7018,"Reg","SawyerW","1Story",5,1979,1979,"TA","Slab","TA","Y",1535,0,1535,2,0,8,0,"Y",0,0,"Alloca",11.6865846111855
"104",0,2009,"None","Attchd","RFn","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",1226,1226,0,3,740,0,104,10402,"IR1","CollgCr","1Story",7,2009,2009,"TA","PConc","Ex","Y",1226,0,1226,2,0,6,0,"Y",0,36,"Normal",12.2005624924815
"105",600,1951,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","LwQ","FuseF","RM","Stucco","Stucco","TA","WD",816,1040,0,1,240,224,105,7758,"Reg","IDOTRR","1.5Fin",7,1931,1950,"TA","PConc","Ex","Y",1226,592,1818,1,1,7,2,"Y",0,0,"Normal",12.0406141054903
"106",768,2003,"BrkFace","Attchd","RFn","TA","TA","Ex","TA","No","Unf","SBrkr","FV","VinylSd","VinylSd","Gd","WD",1053,1053,0,2,648,0,106,9375,"Reg","Somerst","2Story",8,2003,2004,"Gd","PConc","Ex","Y",1053,939,1992,2,1,9,1,"Y",140,45,"Normal",12.4292201968364
"107",0,1954,"None","Detchd","Unf","Fa","Fa","Fa","TA","No","Unf","SBrkr","RM","VinylSd","VinylSd","TA","WD",641,641,0,1,273,0,107,10800,"Reg","OldTown","1Story",4,1885,1995,"TA","BrkTil","Gd","Y",1047,0,1047,1,0,6,0,"N",0,0,"Normal",11.5129354649202
"108",0,1948,"None","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RM","VinylSd","VinylSd","TA","WD",516,789,0,1,250,104,108,6000,"Reg","OldTown","1Story",5,1948,1950,"TA","CBlock","Ex","Y",789,0,789,1,0,5,0,"Y",0,0,"Partial",11.6526961029598
"109",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","FuseF","RM","CemntBd","CmentBd","Fa","WD",793,793,0,0,0,0,109,8500,"Reg","IDOTRR","1.5Fin",5,1919,2005,"TA","CBlock","TA","N",997,520,1517,2,0,7,0,"N",0,0,"Normal",11.6526961029598
"110",480,1977,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","No","BLQ","SBrkr","RL","Plywood","Plywood","TA","COD",1139,1844,0,2,546,705,110,11751,"IR1","NWAmes","1Story",6,1977,1977,"TA","CBlock","Ex","Y",1844,0,1844,2,0,7,1,"Y",0,122,"Normal",12.1547846142867
"111",0,1954,"None","Attchd","Unf","TA","TA","TA","Fa","No","Rec","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",550,994,0,1,325,444,111,9525,"Reg","Edwards","1.5Fin",6,1954,1972,"TA","CBlock","Gd","Y",1216,639,1855,2,0,7,0,"Y",182,0,"Normal",11.8270133158518
"112",0,2000,"None","BuiltIn","Fin","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",134,384,0,2,400,250,112,7750,"IR1","Gilbert","SLvl",7,2000,2000,"TA","PConc","Ex","Y",774,656,1430,2,1,7,1,"Y",180,0,"Normal",12.1007176854125
"113",220,2007,"Stone","BuiltIn","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Ex","New",280,1264,1,3,792,984,113,9965,"Reg","CollgCr","2Story",7,2007,2007,"Gd","PConc","Ex","Y",1282,1414,2696,2,1,10,1,"Y",120,184,"Partial",12.8583223078847
"114",184,1953,"BrkFace","Basment","Unf","TA","TA","Gd","TA","Mn","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","COD",905,1809,1,2,450,35,114,21000,"Reg","Crawfor","1Story",6,1953,1953,"TA","CBlock","TA","Y",2259,0,2259,2,0,7,2,"Y",166,120,"Abnorml",12.2876572408069
"115",0,1945,"None","Detchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","Gd","WD",104,1028,1,1,180,774,115,7259,"IR1","Crawfor","2Story",6,1945,2002,"TA","CBlock","Ex","Y",1436,884,2320,2,1,9,1,"Y",224,0,"Normal",12.4665158351452
"116",1129,1999,"BrkFace","Detchd","Unf","TA","TA","Gd","TA","No","GLQ","SBrkr","FV","MetalSd","MetalSd","TA","WD",310,729,0,2,440,419,116,3230,"Reg","Somerst","2Story",6,1999,1999,"TA","PConc","Gd","Y",729,729,1458,2,1,5,1,"Y",0,32,"Normal",12.0782449558223
"117",116,1962,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","LwQ","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",252,1092,0,1,288,170,117,11616,"Reg","Sawyer","1Story",5,1962,1962,"TA","CBlock","TA","Y",1092,0,1092,1,0,6,1,"Y",0,20,"Normal",11.8422364063316
"118",0,2007,"None","Attchd","Unf","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","New",1125,1125,0,2,430,0,118,8536,"Reg","Edwards","1Story",5,2006,2007,"TA","PConc","Gd","Y",1125,0,1125,1,1,5,0,"Y",80,64,"Partial",11.9511868474935
"119",0,1990,"None","Attchd","Unf","TA","TA","Gd","TA","Mn","GLQ","SBrkr","RL","Plywood","Plywood","Gd","WD",203,1673,1,3,594,1470,119,12376,"Reg","SawyerW","2Story",7,1990,1990,"TA","PConc","Gd","Y",1699,1523,3222,3,0,11,2,"Y",367,0,"Normal",12.676079399771
"120",0,2005,"None","Attchd","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","New",728,728,0,2,390,0,120,8461,"Reg","CollgCr","2Story",6,2005,2006,"Gd","PConc","Ex","Y",728,728,1456,2,1,8,1,"Y",0,24,"Partial",12.0075668272517
"121",0,1969,"None","Attchd","Unf","TA","TA","TA","TA","Gd","ALQ","SBrkr","RL","Plywood","Plywood","TA","WD",0,938,1,2,540,938,121,21453,"IR1","ClearCr","SLvl",6,1969,1969,"TA","CBlock","Ex","Y",988,0,988,1,0,4,2,"Y",0,130,"Normal",12.1007176854125
"122",0,1979,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RM","AsbShng","AsbShng","TA","WD",732,732,0,1,264,0,122,6060,"Reg","IDOTRR","1.5Fin",4,1939,1950,"TA","PConc","Gd","Y",772,351,1123,1,0,4,0,"P",0,0,"Normal",11.5129354649202
"123",135,1958,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",510,1080,0,1,288,570,123,9464,"Reg","NAmes","1Story",6,1958,1958,"TA","CBlock","Gd","Y",1080,0,1080,1,0,5,0,"Y",0,0,"Normal",11.8204175176323
"124",0,1993,"None","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","Plywood","Plywood","Gd","WD",899,1199,0,2,530,300,124,7892,"Reg","SawyerW","1Story",6,1993,1993,"Gd","PConc","Ex","Y",1199,0,1199,2,0,5,0,"Y",0,63,"Normal",11.9440648175317
"125",0,1979,"None","Attchd","Unf","TA","TA","Gd","Fa","No","Unf","SBrkr","RL","HdBoard","HdBoard","TA","WD",1362,1362,0,2,435,0,125,17043,"IR1","NWAmes","1Story",6,1979,1998,"TA","CBlock","TA","Y",1586,0,1586,2,0,7,1,"Y",192,0,"Normal",12.1062578350946
"126",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","Av","GLQ","SBrkr","RM","Wd Sdng","Wd Sdng","TA","WD",30,520,1,0,0,490,126,6780,"Reg","IDOTRR","1.5Fin",6,1935,1982,"TA","CBlock","Gd","N",520,0,754,1,0,5,0,"N",53,0,"Normal",11.3445186475948
"127",0,1977,"None","Attchd","RFn","TA","TA","Gd","TA","No","ALQ","SBrkr","RL","Plywood","Plywood","TA","WD",958,1078,0,2,440,120,127,4928,"IR1","NPkVill","1Story",6,1976,1976,"TA","CBlock","TA","Y",958,0,958,2,0,5,1,"Y",0,205,"Normal",11.7597933553712
"128",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","LwQ","SBrkr","RM","WdShing","Wd Sdng","TA","WD",556,672,0,0,0,116,128,4388,"IR1","OldTown","1.5Unf",5,1930,1950,"TA","BrkTil","Ex","Y",840,0,840,1,0,5,1,"N",0,0,"Normal",11.3736748918235
"129",266,1966,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","BLQ","SBrkr","RL","VinylSd","VinylSd","TA","WD",148,660,0,2,453,512,129,7590,"Reg","NAmes","2Story",6,1966,1966,"TA","CBlock","TA","Y",660,688,1348,1,1,6,1,"Y",188,108,"Normal",11.9511868474935
"130",85,1998,"BrkFace","2Types","RFn","TA","TA","TA","TA","No","Rec","FuseA","RL","Plywood","Plywood","Ex","WD",413,1008,0,2,750,567,130,8973,"Reg","NAmes","1Story",5,1958,1991,"TA","CBlock","TA","Y",1053,0,1053,1,1,6,0,"Y",0,80,"Abnorml",11.9183972397228
"131",309,1966,"BrkFace","Attchd","Fin","TA","TA","TA","TA","No","Rec","SBrkr","RL","MetalSd","MetalSd","Gd","WD",479,924,0,2,487,445,131,14200,"Reg","NAmes","2Story",7,1966,1966,"TA","CBlock","Ex","Y",1216,941,2157,2,1,8,2,"Y",105,66,"Normal",12.3282947030234
"132",40,2000,"BrkFace","BuiltIn","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",297,992,1,2,390,695,132,12224,"IR1","Gilbert","2Story",6,2000,2000,"Gd","PConc","Ex","Y",1022,1032,2054,2,1,7,1,"Y",24,48,"Normal",12.4049276026276
"133",0,1974,"None","Detchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","MetalSd","MetalSd","Gd","WD",658,1063,1,2,624,405,133,7388,"Reg","NAmes","1Story",5,1959,2002,"TA","CBlock","Gd","Y",1327,0,1327,1,0,7,0,"Y",0,0,"Normal",11.9233847480666
"134",136,2001,"BrkFace","Attchd","Fin","TA","TA","Ex","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",262,1267,1,2,471,1005,134,6853,"IR1","Timber","1Story",8,2001,2002,"Gd","PConc","Ex","Y",1296,0,1296,2,0,6,0,"Y",192,25,"Normal",12.3013873707787
"135",0,1968,"None","Attchd","RFn","TA","TA","TA","TA","No","Rec","SBrkr","RL","Plywood","Plywood","TA","WD",891,1461,0,2,440,570,135,10335,"IR1","Sawyer","1Story",5,1968,1993,"TA","CBlock","Gd","Y",1721,0,1721,2,1,7,1,"Y",0,96,"Normal",12.1007176854125
"136",288,1970,"BrkFace","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","Plywood","Plywood","TA","WD",1304,1304,0,2,530,0,136,10400,"Reg","NWAmes","1Story",7,1970,1970,"TA","PConc","Gd","Y",1682,0,1682,2,0,7,1,"Y",98,0,"Normal",12.0668163253066
"137",196,1967,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","BLQ","SBrkr","RL","MetalSd","MetalSd","TA","WD",519,1214,0,1,318,695,137,10355,"IR1","NAmes","1Story",5,1967,1967,"TA","CBlock","TA","Y",1214,0,1214,2,0,5,1,"Y",0,111,"Normal",11.8706069022246
"138",70,1989,"BrkFace","2Types","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","TA","WD",1907,1907,0,3,766,0,138,11070,"Reg","Mitchel","1Story",7,1988,1989,"TA","CBlock","Gd","Y",1959,0,1959,3,0,9,0,"Y",0,0,"Family",12.0494246834209
"139",320,1999,"BrkFace","Attchd","Fin","TA","TA","Gd","TA","Mn","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",336,1004,0,3,660,668,139,9066,"IR1","CollgCr","2Story",8,1999,2000,"Gd","PConc","Ex","Y",1004,848,1852,2,1,7,2,"Y",224,106,"Normal",12.345838935722
"140",0,1997,"None","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",107,928,1,2,470,821,140,15426,"IR1","CollgCr","2Story",6,1997,1997,"TA","PConc","Ex","Y",928,836,1764,2,1,7,0,"Y",276,99,"Normal",12.3523394721535
"141",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","HdBoard","HdBoard","TA","ConLI",432,864,0,0,0,432,141,10500,"Reg","NAmes","1Story",4,1971,1971,"TA","CBlock","TA","Y",864,0,864,1,0,5,1,"Y",0,0,"Normal",11.6526961029598
"142",0,2005,"None","Attchd","Fin","TA","TA","Gd","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",434,1734,1,2,660,1300,142,11645,"Reg","CollgCr","1Story",7,2005,2005,"Gd","PConc","Ex","Y",1734,0,1734,2,0,7,0,"Y",160,24,"Normal",12.4684407561441
"143",0,2000,"None","Detchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RL","BrkFace","Wd Sdng","TA","WD",403,910,0,2,720,507,143,8520,"Reg","NAmes","1.5Fin",5,1952,1952,"TA","CBlock","Fa","Y",910,475,1385,2,0,6,0,"Y",0,0,"Normal",12.0197490914169
"144",183,1999,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",811,1490,1,2,577,679,144,10335,"IR1","CollgCr","1Story",7,1999,1999,"Gd","PConc","Ex","Y",1501,0,1501,2,0,6,0,"Y",144,29,"Normal",12.2258801747751
"145",336,1963,"BrkFace","Detchd","Unf","TA","TA","TA","TA","No","Rec","SBrkr","RM","HdBoard","HdBoard","TA","ConLI",396,1728,1,2,504,1332,145,9100,"Reg","Sawyer","1Story",5,1963,1963,"TA","CBlock","TA","Y",1728,0,1728,2,0,10,0,"Y",0,0,"Abnorml",11.7360770162524
"146",50,2004,"Stone","Detchd","Unf","TA","TA","Gd","TA","No","Unf","SBrkr","RM","VinylSd","VinylSd","Gd","WD",970,970,0,2,380,0,146,2522,"Reg","Edwards","2Story",6,2004,2006,"Gd","PConc","Ex","Y",970,739,1709,2,0,7,0,"Y",0,40,"Normal",11.7752974217158
"147",0,1931,"None","Detchd","Unf","Fa","TA","TA","TA","No","BLQ","FuseA","RM","Wd Sdng","Wd Sdng","TA","WD",506,715,1,1,180,209,147,6120,"Reg","BrkSide","1Story",5,1931,1993,"TA","BrkTil","TA","Y",875,0,875,1,0,5,0,"Y",48,0,"Normal",11.5617251529038
"148",180,2001,"BrkFace","BuiltIn","Fin","TA","TA","Gd","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Gd","WD",884,884,0,2,434,0,148,9505,"IR1","Gilbert","2Story",7,2001,2001,"Gd","PConc","Ex","Y",884,1151,2035,2,1,8,1,"Y",144,48,"Normal",12.3126868749604
"149",120,NA,"BrkFace","Attchd","Unf","TA","TA","Gd","TA","No","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","WD",400,1080,1,0,0,680,149,7500,"Reg","SawyerW","1Story",7,2004,2005,"TA","PConc","Ex","Y",1080,0,1080,1,0,6,0,"Y",0,0,"Normal",11.8565222615337
"150",0,1936,"None","Detchd","Unf","Fa","TA","Gd","TA","No","Unf","FuseA","RM","MetalSd","MetalSd","TA","WD",896,896,0,1,240,0,150,6240,"Reg","BrkSide","1.5Fin",5,1936,1950,"TA","BrkTil","Gd","Y",896,448,1344,1,0,7,0,"Y",200,114,"Normal",11.6526961029598
"151",0,1975,"None","Attchd","Unf","TA","TA","TA","TA","Av","BLQ","SBrkr","RL","HdBoard","HdBoard","TA","WD",253,969,0,2,440,716,151,10356,"Reg","CollgCr","1Story",5,1975,1975,"TA","CBlock","TA","Y",969,0,969,1,1,5,0,"Y",0,0,"Normal",11.7117845204031
"152",436,2007,"Stone","Attchd","RFn","TA","TA","Ex","TA","Gd","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","New",310,1710,1,3,866,1400,152,13891,"Reg","NridgHt","1Story",8,2007,2008,"Gd","PConc","Ex","Y",1710,0,1710,2,0,6,1,"Y",0,102,"Partial",12.8277318802065
"153",252,1971,"BrkFace","Attchd","RFn","TA","TA","TA","TA","No","Rec","SBrkr","RL","HdBoard","HdBoard","TA","WD",409,825,0,2,495,416,153,14803,"IR1","NWAmes","2Story",6,1971,1971,"TA","CBlock","Gd","Y",1097,896,1993,2,1,8,1,"Y",0,66,"Normal",12.1547846142867
"154",0,1960,"None","Attchd","RFn","TA","TA","Gd","TA","Gd","BLQ","SBrkr","RL","BrkFace","Plywood","TA","WD",93,1602,1,2,564,429,154,13500,"Reg","ClearCr","1Story",6,1960,1975,"TA","CBlock","Gd","Y",1252,0,1252,1,0,4,1,"Y",409,0,"Normal",12.3673450484364
"155",0,1923,"None","Detchd","Unf","Fa","Fa","TA","TA","No","Unf","FuseA","RM","Wd Sdng","Wd Sdng","TA","WD",1200,1200,0,1,312,0,155,11340,"Reg","OldTown","1Story",6,1923,1950,"TA","BrkTil","TA","Y",1200,0,1200,1,0,7,0,"Y",0,0,"Family",11.7360770162524
"156",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","FuseF","RL","Wd Sdng","Wd Sdng","TA","WD",572,572,0,0,0,0,156,9600,"Reg","Edwards","1.5Fin",6,1924,1950,"TA","BrkTil","Fa","N",572,524,1096,1,0,5,0,"N",0,8,"Normal",11.2772157895969
"157",0,1950,"None","Detchd","Unf","TA","TA","TA","TA","No","Unf","FuseF","RL","Wd Sdng","Wd Sdng","TA","WD",0,0,0,2,625,0,157,7200,"Reg","NAmes","1Story",5,1950,1950,"TA","CBlock","TA","Y",1040,0,1040,1,0,5,0,"Y",0,0,"Normal",11.6036889606171
"158",84,2009,"BrkFace","BuiltIn","Fin","TA","TA","Ex","TA","No","Unf","SBrkr","RL","VinylSd","VinylSd","Ex","New",774,774,0,3,680,0,158,12003,"Reg","Timber","2Story",8,2009,2010,"Gd","PConc","Ex","Y",774,1194,1968,2,1,8,1,"Y",0,75,"Partial",12.5043273798994
"159",0,2004,"None","Attchd","RFn","TA","TA","Gd","TA","No","GLQ","SBrkr","FV","VinylSd","VinylSd","Gd","WD",769,991,0,2,678,222,159,12552,"Reg","Somerst","2Story",7,2004,2005,"Gd","PConc","Ex","Y",991,956,1947,2,1,8,1,"Y",0,136,"Normal",12.4486305134636
"160",456,2006,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Mn","GLQ","SBrkr","RL","VinylSd","VinylSd","Gd","New",1335,1392,1,2,576,57,160,19378,"IR1","Gilbert","2Story",7,2005,2006,"Gd","PConc","Ex","Y",1392,1070,2462,2,1,9,1,"Y",239,132,"Partial",12.676079399771
"161",0,1984,"None","Attchd","Unf","TA","TA","Gd","TA","No","BLQ","SBrkr","RL","Plywood","Plywood","TA","WD",572,1232,0,2,516,660,161,11120,"IR1","Veenker","1Story",6,1984,1984,"TA","PConc","TA","Y",1232,0,1232,2,0,6,0,"Y",0,0,"Normal",11.9984394345791
"162",664,2003,"BrkFace","BuiltIn","Fin","TA","TA","Ex","TA","Av","GLQ","SBrkr","RL","VinylSd","VinylSd","Ex","WD",556,1572,1,3,726,1016,162,13688,"IR1","NridgHt","2Story",9,2003,2004,"Gd","PConc","Ex","Y",1572,1096,2668,2,1,10,2,"Y",400,0,"Normal",12.9299939089964
"163",226,2005,"BrkFace","Attchd","RFn","TA","TA","Gd","TA","Mn","BLQ","SBrkr","RL","VinylSd","VinylSd","Gd","New",340,1541,0,2,532,1201,163,12182,"Reg","NridgHt","1Story",7,2005,2005,"Gd","PConc","Ex","Y",1541,0,1541,2,0,7,1,"Y",0,70,"Partial",12.3013873707787
"164",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","Unf","SBrkr","RL","MetalSd","MetalSd","TA","WD",882,882,0,0,0,0,164,5500,"Reg","OldTown","1.5Unf",4,1956,1956,"TA","CBlock","Ex","Y",882,0,882,1,0,4,0,"Y",0,0,"Normal",11.5444338219051
"165",0,1926,"None","Detchd","Unf","TA","TA","TA","TA","Mn","LwQ","FuseA","RM","MetalSd","MetalSd","Gd","WD",779,1149,0,1,216,370,165,5400,"Reg","OldTown","1Story",6,1926,2004,"TA","BrkTil","Gd","Y",1149,467,1616,2,0,5,0,"Y",0,0,"Normal",11.9316423787541
"166",0,NA,"None","Attchd","Unf","TA","TA","TA","TA","No","ALQ","SBrkr","RL","Wd Sdng","Wd Sdng","TA","WD",112,644,1,0,0,351,166,10106,"Reg","Edwards","1.5Fin",5,1940,1999,"TA","BrkTil","Gd","Y",808,547,1355,2,0,6,0,"Y",140,0,"Normal",11.7558794866871
